"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","stop_url","location_type","parent_station","wheelchair_boarding"
10922,"10922","Wyszyńskiego 22","",53.422865,14.560218,"http://www.zditm.szczecin.pl/s10922",,,
10931,"10931","Wyszyńskiego 31","",53.422346,14.558848,"http://www.zditm.szczecin.pl/s10931",,,
10932,"10932","Wyszyńskiego 32","",53.422528,14.558858,"http://www.zditm.szczecin.pl/s10932",,,
11011,"11011","Grodzka 11","",53.425168,14.556584,"http://www.zditm.szczecin.pl/s11011",,,
11111,"11111","Tkacka 11","",53.425175,14.552475,"http://www.zditm.szczecin.pl/s11111",,,
11112,"11112","Tkacka 12","",53.425232,14.553553,"http://www.zditm.szczecin.pl/s11112",,,
11311,"11311","Plac Żołnierza Polskiego 11","",53.429388,14.553387,"http://www.zditm.szczecin.pl/s11311",,,
11312,"11312","Plac Żołnierza Polskiego 12","",53.429205,14.553446,"http://www.zditm.szczecin.pl/s11312",,,
11321,"11321","Plac Żołnierza Polskiego 21","",53.428710,14.553832,"http://www.zditm.szczecin.pl/s11321",,,
11331,"11331","Plac Żołnierza Polskiego 31","",53.428320,14.552544,"http://www.zditm.szczecin.pl/s11331",,,
11332,"11332","Plac Żołnierza Polskiego 32","",53.428358,14.552421,"http://www.zditm.szczecin.pl/s11332",,,
11411,"11411","Filharmonia 11","",53.430126,14.557335,"http://www.zditm.szczecin.pl/s11411",,,
11412,"11412","Filharmonia 12","",53.430321,14.557485,"http://www.zditm.szczecin.pl/s11412",,,
11511,"11511","Plac Rodła 11","",53.432369,14.554610,"http://www.zditm.szczecin.pl/s11511",,,
11521,"11521","Plac Rodła 21","",53.431689,14.556198,"http://www.zditm.szczecin.pl/s11521",,,
11522,"11522","Plac Rodła 22","",53.431622,14.557147,"http://www.zditm.szczecin.pl/s11522",,,
11523,"11523","Plac Rodła 23","",53.431542,14.557008,"http://www.zditm.szczecin.pl/s11523",,,
11524,"11524","Plac Rodła 24","",53.431679,14.555624,"http://www.zditm.szczecin.pl/s11524",,,
11525,"11525","Plac Rodła 25","",53.431363,14.556530,"http://www.zditm.szczecin.pl/s11525",,,
11526,"11526","Plac Rodła 26","",53.431296,14.556943,"http://www.zditm.szczecin.pl/s11526",,,
11532,"11532","Plac Rodła 32","",53.430289,14.554170,"http://www.zditm.szczecin.pl/s11532",,,1
11534,"11534","Plac Rodła 34","",53.431302,14.554535,"http://www.zditm.szczecin.pl/s11534",,,
11535,"11535","Plac Rodła 35","",53.431149,14.554213,"http://www.zditm.szczecin.pl/s11535",,,
11541,"11541","Plac Rodła 41","",53.431861,14.553258,"http://www.zditm.szczecin.pl/s11541",,,
11542,"11542","Plac Rodła 42","",53.431845,14.554079,"http://www.zditm.szczecin.pl/s11542",,,
11543,"11543","Plac Rodła 43","",53.431999,14.553832,"http://www.zditm.szczecin.pl/s11543",,,
11611,"11611","Plac Grunwaldzki 11","",53.432724,14.548462,"http://www.zditm.szczecin.pl/s11611",,,
11612,"11612","Plac Grunwaldzki 12","",53.432733,14.547616,"http://www.zditm.szczecin.pl/s11612",,,
11621,"11621","Plac Grunwaldzki 21","",53.433373,14.547191,"http://www.zditm.szczecin.pl/s11621",,,
11622,"11622","Plac Grunwaldzki 22","",53.433581,14.547411,"http://www.zditm.szczecin.pl/s11622",,,
11623,"11623","Plac Grunwaldzki 23","",53.433344,14.547974,"http://www.zditm.szczecin.pl/s11623",,,
11631,"11631","Plac Grunwaldzki 31","",53.432256,14.547566,"http://www.zditm.szczecin.pl/s11631",,,
11711,"11711","Plac Szarych Szeregów 11","",53.433130,14.541488,"http://www.zditm.szczecin.pl/s11711",,,
11712,"11712","Plac Szarych Szeregów 12","",53.433050,14.541295,"http://www.zditm.szczecin.pl/s11712",,,
11713,"11713","Plac Szarych Szeregów 13","",53.433005,14.541547,"http://www.zditm.szczecin.pl/s11713",,,
11714,"11714","Plac Szarych Szeregów 14","",53.432919,14.541789,"http://www.zditm.szczecin.pl/s11714",,,
11721,"11721","Plac Szarych Szeregów 21","",53.432379,14.540871,"http://www.zditm.szczecin.pl/s11721",,,
11722,"11722","Plac Szarych Szeregów 22","",53.432363,14.540694,"http://www.zditm.szczecin.pl/s11722",,,
11811,"11811","Piastów 11","",53.432728,14.539437,"http://www.zditm.szczecin.pl/s11811",,,
11812,"11812","Piastów 12","",53.432184,14.539133,"http://www.zditm.szczecin.pl/s11812",,,1
11821,"11821","Piastów 21","",53.431807,14.539549,"http://www.zditm.szczecin.pl/s11821",,,
11831,"11831","Piastów 31","",53.431431,14.538956,"http://www.zditm.szczecin.pl/s11831",,,
11832,"11832","Piastów 32","",53.431609,14.538871,"http://www.zditm.szczecin.pl/s11832",,,1
11841,"11841","Piastów 41","",53.432008,14.538313,"http://www.zditm.szczecin.pl/s11841",,,
11911,"11911","Bohaterów Warszawy 11","",53.433756,14.532519,"http://www.zditm.szczecin.pl/s11911",,,
11912,"11912","Bohaterów Warszawy 12","",53.433521,14.532694,"http://www.zditm.szczecin.pl/s11912",,,1
11921,"11921","Bohaterów Warszawy 21","",53.433069,14.533324,"http://www.zditm.szczecin.pl/s11921",,,
11922,"11922","Bohaterów Warszawy 22","",53.432977,14.533801,"http://www.zditm.szczecin.pl/s11922",,,
11923,"11923","Bohaterów Warszawy 23","",53.432978,14.533581,"http://www.zditm.szczecin.pl/s11923",,,
11931,"11931","Bohaterów Warszawy 31","",53.432632,14.532858,"http://www.zditm.szczecin.pl/s11931",,,
11932,"11932","Bohaterów Warszawy 32","",53.432855,14.532763,"http://www.zditm.szczecin.pl/s11932",,,1
12011,"12011","Wawrzyniaka 11","",53.436137,14.532455,"http://www.zditm.szczecin.pl/s12011",,,
12012,"12012","Wawrzyniaka 12","",53.436342,14.532294,"http://www.zditm.szczecin.pl/s12012",,,
12013,"12013","Wawrzyniaka 13","",53.436165,14.532245,"http://www.zditm.szczecin.pl/s12013",,,
12014,"12014","Wawrzyniaka 14","",53.436320,14.532101,"http://www.zditm.szczecin.pl/s12014",,,
12111,"12111","Plac Gałczyńskiego 11","",53.439279,14.530813,"http://www.zditm.szczecin.pl/s12111",,,1
12112,"12112","Plac Gałczyńskiego 12","",53.439355,14.530878,"http://www.zditm.szczecin.pl/s12112",,,1
12211,"12211","Piotra Skargi 11","",53.440228,14.534450,"http://www.zditm.szczecin.pl/s12211",,,
12212,"12212","Piotra Skargi 12","",53.440100,14.534209,"http://www.zditm.szczecin.pl/s12212",,,
12221,"12221","Piotra Skargi 21","",53.439541,14.533957,"http://www.zditm.szczecin.pl/s12221",,,
12222,"12222","Piotra Skargi 22","",53.439569,14.533662,"http://www.zditm.szczecin.pl/s12222",,,
12223,"12223","Piotra Skargi 23","",53.439201,14.534234,"http://www.zditm.szczecin.pl/s12223",,,
12224,"12224","Piotra Skargi 24","",53.439458,14.533603,"http://www.zditm.szczecin.pl/s12224",,,
12311,"12311","Felczaka 11","",53.436179,14.537937,"http://www.zditm.szczecin.pl/s12311",,,
12312,"12312","Felczaka 12","",53.436249,14.537937,"http://www.zditm.szczecin.pl/s12312",,,
12313,"12313","Felczaka 13","",53.436236,14.538082,"http://www.zditm.szczecin.pl/s12313",,,
12321,"12321","Felczaka 21","",53.435668,14.538179,"http://www.zditm.szczecin.pl/s12321",,,
12411,"12411","Plac Zgody 11","",53.429260,14.543066,"http://www.zditm.szczecin.pl/s12411",,,
12412,"12412","Plac Zgody 12","",53.429213,14.543328,"http://www.zditm.szczecin.pl/s12412",,,
12511,"12511","Urząd Miasta 11","",53.437428,14.542867,"http://www.zditm.szczecin.pl/s12511",,,1
12611,"12611","Jasne Błonia 11","",53.441659,14.538677,"http://www.zditm.szczecin.pl/s12611",,,
12612,"12612","Jasne Błonia 12","",53.441872,14.539424,"http://www.zditm.szczecin.pl/s12612",,,
12701,"12701","Kołłątaja 01","",53.444158,14.547733,"http://www.zditm.szczecin.pl/s12701",,,
12711,"12711","Kołłątaja 11","",53.443877,14.548226,"http://www.zditm.szczecin.pl/s12711",,1271,
12712,"12712","Kołłątaja 12","",53.443838,14.548183,"http://www.zditm.szczecin.pl/s12712",,1271,
12713,"12713","Kołłątaja 13","",53.443797,14.548178,"http://www.zditm.szczecin.pl/s12713",,1271,
12714,"12714","Kołłątaja 14","",53.443749,14.548183,"http://www.zditm.szczecin.pl/s12714",,1271,
12715,"12715","Kołłątaja 15","",53.443704,14.548151,"http://www.zditm.szczecin.pl/s12715",,1271,
12721,"12721","Kołłątaja 21","",53.442953,14.549096,"http://www.zditm.szczecin.pl/s12721",,,
12722,"12722","Kołłątaja 22","",53.443011,14.548575,"http://www.zditm.szczecin.pl/s12722",,,
12731,"12731","Kołłątaja 31","",53.442832,14.547427,"http://www.zditm.szczecin.pl/s12731",,,
12732,"12732","Kołłątaja 32","",53.442637,14.547523,"http://www.zditm.szczecin.pl/s12732",,,
12811,"12811","Odzieżowa 11","",53.439828,14.551533,"http://www.zditm.szczecin.pl/s12811",,,
12812,"12812","Odzieżowa 12","",53.439334,14.552204,"http://www.zditm.szczecin.pl/s12812",,,
12911,"12911","Rayskiego 11","",53.435671,14.553376,"http://www.zditm.szczecin.pl/s12911",,,
12912,"12912","Rayskiego 12","",53.435358,14.553725,"http://www.zditm.szczecin.pl/s12912",,,
12913,"12913","Rayskiego 13","",53.435610,14.553692,"http://www.zditm.szczecin.pl/s12913",,,
12914,"12914","Rayskiego 14","",53.436152,14.553792,"http://www.zditm.szczecin.pl/s12914",,,
13011,"13011","Malczewskiego 11","",53.434856,14.555415,"http://www.zditm.szczecin.pl/s13011",,,
13111,"13111","Matejki 11","",53.435992,14.560551,"http://www.zditm.szczecin.pl/s13111",,,
13112,"13112","Matejki 12","",53.435827,14.560666,"http://www.zditm.szczecin.pl/s13112",,,
13121,"13121","Matejki 21","",53.435390,14.561240,"http://www.zditm.szczecin.pl/s13121",,,
13122,"13122","Matejki 22","",53.435271,14.560838,"http://www.zditm.szczecin.pl/s13122",,,
13131,"13131","Matejki 31","",53.434910,14.560350,"http://www.zditm.szczecin.pl/s13131",,,2
13132,"13132","Matejki 32","",53.434905,14.560165,"http://www.zditm.szczecin.pl/s13132",,,
13211,"13211","Parkowa 11","",53.435960,14.568604,"http://www.zditm.szczecin.pl/s13211",,,
13221,"13221","Parkowa 21","",53.435521,14.567812,"http://www.zditm.szczecin.pl/s13221",,,
13311,"13311","Dubois 11","",53.438395,14.574592,"http://www.zditm.szczecin.pl/s13311",,,
13312,"13312","Dubois 12","",53.438144,14.574694,"http://www.zditm.szczecin.pl/s13312",,,
13321,"13321","Dubois 21","",53.437229,14.574144,"http://www.zditm.szczecin.pl/s13321",,,
13322,"13322","Dubois 22","",53.437090,14.573911,"http://www.zditm.szczecin.pl/s13322",,,
13331,"13331","Dubois 31","",53.437721,14.572489,"http://www.zditm.szczecin.pl/s13331",,,
13332,"13332","Dubois 32","",53.437828,14.572720,"http://www.zditm.szczecin.pl/s13332",,,
13411,"13411","Dworzec Morski 11","",53.433335,14.571722,"http://www.zditm.szczecin.pl/s13411",,,
13412,"13412","Dworzec Morski 12","",53.433213,14.571789,"http://www.zditm.szczecin.pl/s13412",,,
13413,"13413","Dworzec Morski 13","",53.432873,14.571376,"http://www.zditm.szczecin.pl/s13413",,,
13414,"13414","Dworzec Morski 14","",53.432731,14.571384,"http://www.zditm.szczecin.pl/s13414",,,
13511,"13511","Wały Chrobrego 11","",53.430084,14.567297,"http://www.zditm.szczecin.pl/s13511",,,
13512,"13512","Wały Chrobrego 12","",53.430327,14.567822,"http://www.zditm.szczecin.pl/s13512",,,
13513,"13513","Wały Chrobrego 13","",53.430087,14.567530,"http://www.zditm.szczecin.pl/s13513",,,
13514,"13514","Wały Chrobrego 14","",53.430497,14.568251,"http://www.zditm.szczecin.pl/s13514",,,
13611,"13611","Admiralska nż 11","na żądanie",53.431836,14.567259,"http://www.zditm.szczecin.pl/s13611",,,
13711,"13711","Urząd Wojewódzki 11","",53.430529,14.565274,"http://www.zditm.szczecin.pl/s13711",,,
13811,"13811","Teatr Współczesny 11","",53.430294,14.565403,"http://www.zditm.szczecin.pl/s13811",,,
13911,"13911","Starzyńskiego 11","",53.429931,14.559845,"http://www.zditm.szczecin.pl/s13911",,,
13912,"13912","Starzyńskiego 12","",53.429627,14.559776,"http://www.zditm.szczecin.pl/s13912",,,
14011,"14011","Emilii Plater 11","",53.438812,14.573391,"http://www.zditm.szczecin.pl/s14011",,,
14012,"14012","Emilii Plater 12","",53.438954,14.572634,"http://www.zditm.szczecin.pl/s14012",,,
14111,"14111","Sczanieckiej 11","",53.440999,14.563501,"http://www.zditm.szczecin.pl/s14111",,,
14112,"14112","Sczanieckiej 12","",53.440234,14.563472,"http://www.zditm.szczecin.pl/s14112",,,
14121,"14121","Sczanieckiej 21","",53.439764,14.562131,"http://www.zditm.szczecin.pl/s14121",,,
14122,"14122","Sczanieckiej 22","",53.439847,14.561589,"http://www.zditm.szczecin.pl/s14122",,,
14211,"14211","Ofiar Oświęcimia 11","",53.441087,14.555051,"http://www.zditm.szczecin.pl/s14211",,,
14221,"14221","Ofiar Oświęcimia 21","",53.441790,14.553349,"http://www.zditm.szczecin.pl/s14221",,,
14311,"14311","Niemcewicza 11","",53.446046,14.549444,"http://www.zditm.szczecin.pl/s14311",,,0
14321,"14321","Niemcewicza 21","",53.445782,14.550012,"http://www.zditm.szczecin.pl/s14321",,,
14323,"14323","Niemcewicza 23","",53.445947,14.550517,"http://www.zditm.szczecin.pl/s14323",,,0
14511,"14511","Krasińskiego 11","",53.444557,14.544578,"http://www.zditm.szczecin.pl/s14511",,,
14512,"14512","Krasińskiego 12","",53.444996,14.544753,"http://www.zditm.szczecin.pl/s14512",,,
14611,"14611","Boguchwały 11","",53.447225,14.552721,"http://www.zditm.szczecin.pl/s14611",,,
14631,"14631","Boguchwały 31","",53.446690,14.553344,"http://www.zditm.szczecin.pl/s14631",,,
14632,"14632","Boguchwały 32","",53.446340,14.553633,"http://www.zditm.szczecin.pl/s14632",,,
14710,"14710","Dworzec Niebuszewo 10","",53.448206,14.552882,"http://www.zditm.szczecin.pl/s14710",,,
14711,"14711","Dworzec Niebuszewo 11","",53.448174,14.552722,"http://www.zditm.szczecin.pl/s14711",,,
14811,"14811","Orzeszkowej nż 11","na żądanie",53.447854,14.550029,"http://www.zditm.szczecin.pl/s14811",,,
14911,"14911","Krasińskiego Wiadukt 11","",53.451560,14.544144,"http://www.zditm.szczecin.pl/s14911",,,
14912,"14912","Krasińskiego Wiadukt 12","",53.450835,14.544417,"http://www.zditm.szczecin.pl/s14912",,,
14921,"14921","Krasińskiego Wiadukt 21","",53.450624,14.543457,"http://www.zditm.szczecin.pl/s14921",,,
14922,"14922","Krasińskiego Wiadukt 22","",53.450688,14.543430,"http://www.zditm.szczecin.pl/s14922",,,
15022,"15022","Łabędzia 22","",53.454662,14.545364,"http://www.zditm.szczecin.pl/s15022",,,
15031,"15031","Łabędzia 31","",53.453627,14.544256,"http://www.zditm.szczecin.pl/s15031",,,
15032,"15032","Łabędzia 32","",53.454279,14.543811,"http://www.zditm.szczecin.pl/s15032",,,
15041,"15041","Łabędzia 41","",53.455092,14.542650,"http://www.zditm.szczecin.pl/s15041",,,
15111,"15111","Łucznicza 11","",53.453373,14.550446,"http://www.zditm.szczecin.pl/s15111",,,
15112,"15112","Łucznicza 12","",53.453289,14.550517,"http://www.zditm.szczecin.pl/s15112",,,
15211,"15211","Przyjaciół Żołnierza 11","",53.454422,14.553242,"http://www.zditm.szczecin.pl/s15211",,,
15212,"15212","Przyjaciół Żołnierza 12","",53.454202,14.554647,"http://www.zditm.szczecin.pl/s15212",,,
15311,"15311","Pasterska 11","",53.453621,14.561479,"http://www.zditm.szczecin.pl/s15311",,,
15312,"15312","Pasterska 12","",53.453565,14.560737,"http://www.zditm.szczecin.pl/s15312",,,
15411,"15411","Komuny Paryskiej 11","",53.453890,14.565383,"http://www.zditm.szczecin.pl/s15411",,,
15421,"15421","Komuny Paryskiej 21","",53.452377,14.564024,"http://www.zditm.szczecin.pl/s15421",,,
15511,"15511","Golisza 11","",53.452758,14.567184,"http://www.zditm.szczecin.pl/s15511",,,
15512,"15512","Golisza 12","",53.452726,14.567039,"http://www.zditm.szczecin.pl/s15512",,,
15611,"15611","Rugiańska 11","",53.451726,14.569405,"http://www.zditm.szczecin.pl/s15611",,,
15621,"15621","Rugiańska 21","",53.450963,14.570016,"http://www.zditm.szczecin.pl/s15621",,,
15622,"15622","Rugiańska 22","",53.450889,14.569888,"http://www.zditm.szczecin.pl/s15622",,,
15711,"15711","Rugiańska 71 11","",53.449774,14.575070,"http://www.zditm.szczecin.pl/s15711",,,
15712,"15712","Rugiańska 71 12","",53.449752,14.574973,"http://www.zditm.szczecin.pl/s15712",,,
15811,"15811","Dobromiry nż 11","na żądanie",53.449199,14.577553,"http://www.zditm.szczecin.pl/s15811",,,
15821,"15821","Dobromiry 21","",53.448988,14.578358,"http://www.zditm.szczecin.pl/s15821",,,
15822,"15822","Dobromiry 22","",53.448985,14.578637,"http://www.zditm.szczecin.pl/s15822",,,
15831,"15831","Dobromiry 31","",53.448835,14.579458,"http://www.zditm.szczecin.pl/s15831",,,
15911,"15911","Stocznia Remontowa nż 11","na żądanie",53.450185,14.583020,"http://www.zditm.szczecin.pl/s15911",,,
16001,"16001","Ludowa 01","",53.452529,14.583237,"http://www.zditm.szczecin.pl/s16001",,,
16011,"16011","Ludowa 11","",53.451937,14.582950,"http://www.zditm.szczecin.pl/s16011",,,
16012,"16012","Ludowa 12","",53.452179,14.583364,"http://www.zditm.szczecin.pl/s16012",,,
16022,"16022","Ludowa 22","",53.451768,14.583100,"http://www.zditm.szczecin.pl/s16022",,,
16031,"16031","Ludowa 31","",53.452058,14.583508,"http://www.zditm.szczecin.pl/s16031",,,
16032,"16032","Ludowa 32","",53.452039,14.583594,"http://www.zditm.szczecin.pl/s16032",,,
16033,"16033","Ludowa 33","",53.452017,14.583680,"http://www.zditm.szczecin.pl/s16033",,,
16041,"16041","Ludowa 41","",53.451959,14.583765,"http://www.zditm.szczecin.pl/s16041",,,
16111,"16111","Konarskiego 11","",53.452825,14.584141,"http://www.zditm.szczecin.pl/s16111",,,
16211,"16211","Lubeckiego Wiadukt nż 11","na żądanie",53.451621,14.578691,"http://www.zditm.szczecin.pl/s16211",,,
16311,"16311","Lubeckiego 11","",53.447982,14.574850,"http://www.zditm.szczecin.pl/s16311",,,
16312,"16312","Lubeckiego 12","",53.447937,14.575036,"http://www.zditm.szczecin.pl/s16312",,,
16412,"16412","Stocznia Szczecińska 12","",53.442055,14.574399,"http://www.zditm.szczecin.pl/s16412",,,
16413,"16413","Stocznia Szczecińska 13","",53.441991,14.574421,"http://www.zditm.szczecin.pl/s16413",,,
16421,"16421","Stocznia Szczecińska 21","",53.441835,14.574383,"http://www.zditm.szczecin.pl/s16421",,,
16431,"16431","Stocznia Szczecińska 31","",53.441792,14.574775,"http://www.zditm.szczecin.pl/s16431",,,
16432,"16432","Stocznia Szczecińska 32","",53.441720,14.574627,"http://www.zditm.szczecin.pl/s16432",,,
16511,"16511","Antosiewicza 11","",53.441245,14.575813,"http://www.zditm.szczecin.pl/s16511",,,
16611,"16611","Wilcza Wiadukt 11","",53.446091,14.565054,"http://www.zditm.szczecin.pl/s16611",,,
16612,"16612","Wilcza Wiadukt 12","",53.446425,14.565280,"http://www.zditm.szczecin.pl/s16612",,,
16711,"16711","1 Maja 11","",53.443154,14.564207,"http://www.zditm.szczecin.pl/s16711",,,
16721,"16721","1 Maja 21","",53.442359,14.566369,"http://www.zditm.szczecin.pl/s16721",,,
16731,"16731","1 Maja 31","",53.442407,14.562973,"http://www.zditm.szczecin.pl/s16731",,,
16811,"16811","Cyryla i Metodego 11","",53.444094,14.559459,"http://www.zditm.szczecin.pl/s16811",,,
16812,"16812","Cyryla i Metodego 12","",53.444375,14.558188,"http://www.zditm.szczecin.pl/s16812",,,
17011,"17011","Plac Matki Teresy 11","",53.439454,14.565977,"http://www.zditm.szczecin.pl/s17011",,,
17012,"17012","Plac Matki Teresy 12","",53.439426,14.565795,"http://www.zditm.szczecin.pl/s17012",,,
17111,"17111","Jarowita nż 11","na żądanie",53.428141,14.563295,"http://www.zditm.szczecin.pl/s17111",,,
17211,"17211","1 Maja Business Park 11","",53.442876,14.571889,"http://www.zditm.szczecin.pl/s17211",,,
17212,"17212","1 Maja Business Park 12","",53.442825,14.571750,"http://www.zditm.szczecin.pl/s17212",,,
17412,"17412","Bulwar Piastowski nż 12","na żądanie",53.426420,14.564510,"http://www.zditm.szczecin.pl/s17412",,,
17413,"17413","Bulwar Piastowski nż 13","na żądanie",53.426426,14.564620,"http://www.zditm.szczecin.pl/s17413",,,
17511,"17511","Jagiellońska Szpital 11","",53.434536,14.524955,"http://www.zditm.szczecin.pl/s17511",,,
17512,"17512","Jagiellońska Szpital 12","",53.434498,14.524832,"http://www.zditm.szczecin.pl/s17512",,,
17611,"17611","Strzelecka nż 11","na żądanie",53.433961,14.529000,"http://www.zditm.szczecin.pl/s17611",,,
17612,"17612","Strzelecka nż 12","na żądanie",53.434006,14.528533,"http://www.zditm.szczecin.pl/s17612",,,
17741,"17741","Plac Zamenhofa 41","",53.431162,14.544824,"http://www.zditm.szczecin.pl/s17741",,,
17851,"17851","Plac Lotników 51","",53.430017,14.550436,"http://www.zditm.szczecin.pl/s17851",,,
17921,"17921","Św. Wojciecha 21","",53.428991,14.549546,"http://www.zditm.szczecin.pl/s17921",,,
18021,"18021","Wąska Floating Arena 21","",53.439384,14.547891,"http://www.zditm.szczecin.pl/s18021",,,
18031,"18031","Wąska Floating Arena 31","",53.438528,14.547094,"http://www.zditm.szczecin.pl/s18031",,,
18121,"18121","Św. Jana Pawła II 21","",53.436115,14.545474,"http://www.zditm.szczecin.pl/s18121",,,
18141,"18141","Św. Jana Pawła II 41","",53.435728,14.544141,"http://www.zditm.szczecin.pl/s18141",,,
18211,"18211","Staw Brodowski 11","",53.450583,14.562962,"http://www.zditm.szczecin.pl/s18211",,,
18221,"18221","Staw Brodowski 21","",53.448544,14.561750,"http://www.zditm.szczecin.pl/s18221",,,
20111,"20111","Gumieńce 11","",53.423279,14.490320,"http://www.zditm.szczecin.pl/s20111",,,1
20121,"20121","Gumieńce 21","",53.423280,14.490632,"http://www.zditm.szczecin.pl/s20121",,,
20131,"20131","Gumieńce 31","",53.422771,14.491047,"http://www.zditm.szczecin.pl/s20131",,,
20150,"20150","Gumieńce 50","",53.424425,14.490234,"http://www.zditm.szczecin.pl/s20150",,,
20151,"20151","Gumieńce 51","",53.424492,14.490830,"http://www.zditm.szczecin.pl/s20151",,,
20211,"20211","Kwiatowa 11","",53.421364,14.492809,"http://www.zditm.szczecin.pl/s20211",,,
20212,"20212","Kwiatowa 12","",53.421483,14.493777,"http://www.zditm.szczecin.pl/s20212",,,
20221,"20221","Kwiatowa 21","",53.421166,14.491492,"http://www.zditm.szczecin.pl/s20221",,,
20222,"20222","Kwiatowa 22","",53.421169,14.491272,"http://www.zditm.szczecin.pl/s20222",,,
20292,"20292","Kwiatowa 92","",53.420774,14.492022,"http://www.zditm.szczecin.pl/s20292",,,
20311,"20311","Kręta 11","",53.422681,14.496062,"http://www.zditm.szczecin.pl/s20311",,,
20312,"20312","Kręta 12","",53.422649,14.495907,"http://www.zditm.szczecin.pl/s20312",,,1
20411,"20411","Ku Słońcu 11","",53.422854,14.500569,"http://www.zditm.szczecin.pl/s20411",,,
20421,"20421","Ku Słońcu 21","",53.421543,14.501153,"http://www.zditm.szczecin.pl/s20421",,,
20422,"20422","Ku Słońcu 22","",53.421444,14.501078,"http://www.zditm.szczecin.pl/s20422",,,1
20423,"20423","Ku Słońcu 23","",53.421403,14.501341,"http://www.zditm.szczecin.pl/s20423",,,1
20424,"20424","Ku Słońcu 24","",53.421234,14.502381,"http://www.zditm.szczecin.pl/s20424",,,
20431,"20431","Ku Słońcu 31","",53.420840,14.500150,"http://www.zditm.szczecin.pl/s20431",,,
20441,"20441","Ku Słońcu 41","",53.421045,14.497527,"http://www.zditm.szczecin.pl/s20441",,,
20511,"20511","Szkoła Salezjańska 11","",53.421355,14.505193,"http://www.zditm.szczecin.pl/s20511",,,
20512,"20512","Szkoła Salezjańska 12","",53.421278,14.504927,"http://www.zditm.szczecin.pl/s20512",,,1
20513,"20513","Szkoła Salezjańska 13","",53.421241,14.505064,"http://www.zditm.szczecin.pl/s20513",,,1
20514,"20514","Szkoła Salezjańska 14","",53.421144,14.505284,"http://www.zditm.szczecin.pl/s20514",,,
20611,"20611","Karola Miarki 11","",53.421083,14.514886,"http://www.zditm.szczecin.pl/s20611",,,
20621,"20621","Karola Miarki 21","",53.420693,14.515723,"http://www.zditm.szczecin.pl/s20621",,,
20622,"20622","Karola Miarki 22","",53.420588,14.515415,"http://www.zditm.szczecin.pl/s20622",,,
20631,"20631","Karola Miarki 31","",53.420498,14.513931,"http://www.zditm.szczecin.pl/s20631",,,
20632,"20632","Karola Miarki 32","",53.420568,14.514425,"http://www.zditm.szczecin.pl/s20632",,,
20711,"20711","Cmentarz Centralny 11","",53.421096,14.523770,"http://www.zditm.szczecin.pl/s20711",,,
20712,"20712","Cmentarz Centralny 12","",53.421022,14.523882,"http://www.zditm.szczecin.pl/s20712",,,1
20713,"20713","Cmentarz Centralny 13","",53.420992,14.523952,"http://www.zditm.szczecin.pl/s20713",,,1
20714,"20714","Cmentarz Centralny 14","",53.420869,14.523432,"http://www.zditm.szczecin.pl/s20714",,,
20811,"20811","Osiedle Akademickie 11","",53.421831,14.528442,"http://www.zditm.szczecin.pl/s20811",,,
20812,"20812","Osiedle Akademickie 12","",53.421715,14.528400,"http://www.zditm.szczecin.pl/s20812",,,1
20813,"20813","Osiedle Akademickie 13","",53.421787,14.528657,"http://www.zditm.szczecin.pl/s20813",,,1
20814,"20814","Osiedle Akademickie 14","",53.421738,14.528777,"http://www.zditm.szczecin.pl/s20814",,,
20911,"20911","Sikorskiego 11","",53.424113,14.532219,"http://www.zditm.szczecin.pl/s20911",,,
20912,"20912","Sikorskiego 12","",53.423969,14.532192,"http://www.zditm.szczecin.pl/s20912",,,
20913,"20913","Sikorskiego 13","",53.424103,14.532455,"http://www.zditm.szczecin.pl/s20913",,,
20914,"20914","Sikorskiego 14","",53.424145,14.532707,"http://www.zditm.szczecin.pl/s20914",,,
21011,"21011","Narutowicza 11","",53.423298,14.535306,"http://www.zditm.szczecin.pl/s21011",,,
21012,"21012","Narutowicza 12","",53.422825,14.535277,"http://www.zditm.szczecin.pl/s21012",,,1
21013,"21013","Narutowicza 13","",53.422912,14.535389,"http://www.zditm.szczecin.pl/s21013",,,1
21014,"21014","Narutowicza 14","",53.422999,14.535622,"http://www.zditm.szczecin.pl/s21014",,,
21111,"21111","Szwoleżerów 11","",53.419539,14.533375,"http://www.zditm.szczecin.pl/s21111",,,
21112,"21112","Szwoleżerów 12","",53.419865,14.533716,"http://www.zditm.szczecin.pl/s21112",,,1
21113,"21113","Szwoleżerów 13","",53.419929,14.533844,"http://www.zditm.szczecin.pl/s21113",,,1
21114,"21114","Szwoleżerów 14","",53.419822,14.533949,"http://www.zditm.szczecin.pl/s21114",,,
21211,"21211","Plac Szyrockiego (Dąbrowskiego) 11","",53.416051,14.532090,"http://www.zditm.szczecin.pl/s21211",,,
21212,"21212","Plac Szyrockiego (Dąbrowskiego) 12","",53.416187,14.531924,"http://www.zditm.szczecin.pl/s21212",,,
21213,"21213","Plac Szyrockiego (Dąbrowskiego) 13","",53.415984,14.531913,"http://www.zditm.szczecin.pl/s21213",,,
21214,"21214","Plac Szyrockiego (Dąbrowskiego) 14","",53.415306,14.531967,"http://www.zditm.szczecin.pl/s21214",,,
